school,city,county,district,esd,governance,ods.participation,ods.grades,ods.camp,ods.days,ods.nights,ods.academic.component,ods.total.students,curriculum.outside.provider,curriculum.school.district.staff,curriculum.volunteers,staffing.provider.staff,staffing.hs.mentors,staffing.parents.volunteers,staffing.community.experts,staffing.other,ela.numeric,math.numeric,science.numeric,frl,pct.white,lon,lat,ods.camp_1,ods.camp_2,ods.camp_3,ods.camp_4,ods.camp_5
Warm Springs K-8 Academy,Warm Springs,Jefferson,Jefferson County SD 509J,Jefferson ESD,Public,Yes,6,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",48,Yes,No,No,Yes,No,No,No,No,0.138,0.124,0.284,,0.013999999999999999,-121.2566099,44.7579994,Camp Tamarack,,,,
Warrenton Grade School,Warrenton,Clatsop,Warrenton-Hammond SD 30,Northwest Regional ESD,Public,No,"",,,,,,,,,,,,,,0.425,0.35,0.556,0.5619,0.812,-123.9305754,46.1594624,,,,,
Wascher Elementary School,Lafayette,Yamhill,McMinnville SD 40,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.5589999999999999,0.59,0.767,0.6364,0.659,-123.106383,45.247538,,,,,
Washington Elementary School,Medford,Jackson,Medford SD 549C,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.34,0.196,0.738,0.861,0.552,-122.8833993,42.3170117,,,,,
Washington Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.191,0.1,0.354,0.9059999999999999,0.18100000000000002,-122.9982851,44.9651273,,,,,
Washington Elementary School,Woodburn,Marion,Woodburn SD 103,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.111,0.13,0.188,0.8173,0.023,-122.8463843,45.1441296,,,,,
Waverly Elementary School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.349,0.452,0.517,0.8529000000000001,0.621,-123.0773015,44.6371802,,,,,
Weddle Elementary School,Keizer,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.263,0.16399999999999998,0.375,0.8040999999999999,0.36700000000000005,-123.0124846,44.9858,,,,,
Welches Middle School,Sandy,Clackamas,Oregon Trail SD 46,Clackamas ESD,Public,Yes,6,Camp Namanu,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",33,Yes,No,No,Yes,No,No,No,No,0.516,0.41600000000000004,0.759,0.4681,0.745,-121.9469107,45.3436066,Camp Namanu,,,,
West Hills Montessori School-Vermont,Portland,Multnomah,Private,Private,Private,Yes,"1, 2, 3, 4","Coastal Discovery Center at Camp Gray,Oregon Zoo",3,2,"Yes, and it CONNECTS TO STATE STANDARDS",40,Yes,No,No,Yes,No,Yes,No,No,,,,,,-122.7279689,45.476023,Coastal Discovery Center at Camp Gray,Oregon Zoo,,,
West Orient Middle School,Gresham,Multnomah,Gresham-Barlow SD 10J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Arrah Wanna,Camp Howard,Camp Namanu",3,2,"Yes, and it CONNECTS TO STATE STANDARDS",122,,,,Yes,No,No,No,No,0.665,0.455,0.7340000000000001,0.38270000000000004,0.7040000000000001,-122.3565602,45.4689477,Camp Angelos,Camp Arrah Wanna,Camp Howard,Camp Namanu,
West Park Elementary School,Hermiston,Umatilla,Hermiston SD 8,InterMountain ESD,Public,Yes,5,Camp Meadowood Springs,3,2,,150,,,,,,,,,0.40399999999999997,0.483,0.523,0.8321,0.32,-119.2993595,45.8368368,Camp Meadowood Springs,,,,
West Sylvan Middle School,Portland,Washington,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Arrah Wanna,Camp Howard,Camp Namanu",,,,246,,,,,,,,,0.863,0.78,0.894,0.08789999999999999,0.684,-122.7608351,45.5047072,Camp Angelos,Camp Arrah Wanna,Camp Howard,Camp Namanu,
West Tualatin View Elementary School,Portland,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,Yes,5,Cedar Ridge,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",46,Yes,Yes,No,No,No,No,No,No,0.747,0.73,0.7,0.0973,0.6809999999999999,-122.767198,45.515094,Cedar Ridge,,,,
West Union Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",,Yes,No,No,Yes,Yes,No,No,No,0.613,0.5529999999999999,0.604,0.3737,0.556,-122.9240197,45.5771128,Camp Magruder,,,,
Weston Middle School,Weston,Umatilla,Athena-Weston SD 29RJ,InterMountain ESD,Public,No,"",,,,,,,,,,,,,,0.43799999999999994,0.395,0.635,0.5619,0.735,-118.4232103,45.8121224,,,,,
Westridge Elementary School,Lake Oswego,Clackamas,Lake Oswego SD 7J,Clackamas ESD,Public,No,"",,,,,,,,,,,,,,0.807,0.83,0.95,,0.8270000000000001,-122.7120241,45.3950349,,,,,
Westside Village Magnet School at Kingston Elementary School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,"5, 6",Jawbone Flats,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",54,,,,Yes,No,No,No,No,0.561,0.5670000000000001,0.6,0.37549999999999994,0.815,-121.3294344,44.0602534,Jawbone Flats,,,,
Wheatley School,Portland,Multnomah,Multnomah ESD,Multnomah ESD,Public,Yes,6,Camp Angelos,1,0,"Yes, and it CONNECTS TO STATE STANDARDS",26,,,,Yes,No,No,No,No,,,,,,-122.517159,45.539539,Camp Angelos,,,,
White Mountain Middle School,White City,Jackson,Eagle Point SD 9,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.402,0.147,0.42200000000000004,0.7358,0.45299999999999996,-122.8290812,42.4380488,,,,,
Whiteaker Middle School,Keizer,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.6970000000000001,0.5710000000000001,0.762,0.415,0.6779999999999999,-123.0112264,45.0072347,,,,,
Whitford Middle School,Beaverton,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",200,Yes,No,No,Yes,No,No,No,No,0.5539999999999999,0.415,,0.5611,0.43200000000000005,-122.7820955,45.4630927,Camp Magruder,,,,
Whitworth Elementary School,Dallas,Polk,Dallas SD 2,Willamette ESD,Public,Yes,5,Camp Tapawingo,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",210,,,,,,,,,0.503,0.428,0.7440000000000001,0.5303,0.7709999999999999,-123.2977583,44.9172259,Camp Tapawingo,,,,
Willagillespie Elementary School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.5870000000000001,0.59,0.845,0.4291,0.703,-123.0999023,44.0711419,,,,,
Willamette Primary School,West Linn,Clackamas,West Linn-Wilsonville SD 3J,Clackamas ESD,Public,Yes,5,Jawbone Flats,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",77,,,,Yes,No,No,No,No,0.7979999999999999,0.752,0.9109999999999999,0.1449,0.8029999999999999,-122.6527613,45.3430776,Jawbone Flats,,,,
Willamina Elementary School,Willamina,Yamhill,Willamina SD 30J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.166,0.133,0.28300000000000003,0.6893,0.599,-123.4746027,45.0854223,,,,,
William E Miller Elementary School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",100,Yes,No,No,Yes,No,No,No,No,0.782,0.7340000000000001,0.857,0.15380000000000002,0.9359999999999999,-121.3673479,44.0562223,Camp Tamarack,,,,
Williamette Valley Baptist School,Aumsville,Marion,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-122.8643845,44.8458055,,,,,
Williams Elementary School,Williams,Josephine,Three Rivers/Josephine County SD,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.6,0.4,0.7,0.8103,0.862,-123.2736183,42.2190738,,,,,
Willowcreek Elementary School,Vale,Malheur,Vale SD 84,Malheur ESD Region 14,Public,Yes,"5, 6, 7, 8",McCall Outdoor Science School,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",46,Yes,No,No,Yes,No,Yes,No,No,0.7290000000000001,0.514,0.95,,0.966,-117.36578,44.113196,McCall Outdoor Science School,,,,
Wilson Elementary School,Corvallis,Benton,Corvallis SD 509J,Linn Benton Lincoln ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",60,Yes,No,No,Yes,No,Yes,No,No,0.507,0.452,0.695,0.5013000000000001,0.6890000000000001,-123.256294,44.59557,Coastal Discovery Center at Camp Gray,,,,
Winchester Elementary School,Winchester,Douglas,Douglas County SD 4,Douglas ESD,Public,No,"",,,,,,,,,,,,,,0.369,0.244,0.604,0.7609,0.8079999999999999,-123.350612,43.282875,,,,,
Windy River Elementary School,Boardman,Morrow,Morrow SD 1,InterMountain ESD,Public,Yes,6,,4,1,"Yes, and it CONNECTS TO STATE STANDARDS",,Yes,Yes,No,,,,,,0.27399999999999997,0.193,0.34299999999999997,0.8649,0.19399999999999998,-119.7041134,45.8270249,Created own,,,,
Winterhaven School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Howard,Camp Arrah Wanna",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",58,Yes,No,No,Yes,No,No,No,No,0.7959999999999999,0.903,0.95,0.153,0.807,-122.6508899,45.4949818,Camp Howard,Camp Arrah Wanna,,,
Witch Hazel Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Trickle Creek,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",78,,,,,,,,,0.36700000000000005,0.24600000000000002,0.733,0.7328,0.20600000000000002,-122.9327127,45.4935965,Trickle Creek,,,,
Woodburn Arthur Academy,Woodburn,Marion,Woodburn SD 103,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.507,0.299,0.654,0.6358,0.451,-122.849083,45.141212,,,,,
Woodland Charter School,Grants Pass,Josephine,Three Rivers/Josephine County SD,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.293,0.12,0.643,,0.92,-123.3327343,42.3315504,,,,,
Wright Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.59,0.595,0.7190000000000001,0.5783,0.742,-123.0476771,44.8964162,,,,,
WyEast Middle School,Hood River,Hood River,Hood River County SD,Columbia Gorge ESD,Public,Yes,6,Hancock Field Station,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",100,Yes,No,No,Yes,No,Yes,No,No,0.47100000000000003,0.325,0.442,0.7006999999999999,0.344,-121.557855,45.637868,Hancock Field Station,,,,
Yamhill Carlton Intermediate School,Yamhill,Yamhill,Yamhill Carlton SD 1,Willamette ESD,Public,Yes,6,Trickle Creek,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",83,Yes,No,No,Yes,No,No,No,No,0.7120000000000001,0.44299999999999995,0.8420000000000001,0.4468,,-123.185254,45.3419359,Trickle Creek,,,,
Yolanda Elementary School,Springfield,Lane,Springfield SD 19,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.561,0.495,0.5539999999999999,0.485,0.75,-122.9906326,44.0717326,,,,,
Yoshikai Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,Yes,5,Camp Cascade Conference and Retreat Center,3,2,,87,,,,,,,,,0.41700000000000004,0.47600000000000003,0.505,0.8009999999999999,0.262,-122.9614453,44.9851695,Camp Cascade Conference and Retreat Center,,,,
Yujin Gakuen Elementary School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.617,0.564,0.848,,0.535,-123.1365944,44.0943805,,,,,
Zion Lutheran School,Corvallis,Benton,Private,Private,Private,Yes,6,Camp Tadmor,5,4,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",8,Yes,No,Yes,No,Yes,Yes,Yes,No,,,,,,-123.2820972,44.5725105,Camp Tadmor,,,,
Valor Christian School,Beaverton,Washington,Private,Private,Private,Yes,6,Twin Rocks Friends Conference,3,2,,13,,,,,,,,,,,,,,-122.8638396,45.4956928,Twin Rocks Friends Conference,,,,
Holy Family Catholic School,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Howard,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",20,Yes,No,No,Yes,No,No,No,No,,,,,,-122.6231,45.46949,Camp Howard,,,,
Access Academy,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Arrah Wanna",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",50,Yes,No,No,Yes,No,No,No,No,,,,,,-122.6036,45.53947,Camp Angelos,Camp Arrah Wanna,,,
Park Academy,Lake Oswego,Clackamas,Private,Private,Private,Yes,"6, 7, 8, 9, 10, 11, 12",Hancock Field Station,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",51,Yes,No,No,Yes,No,Yes,No,No,,,,,,-122.682567,45.407473,Hancock Field Station,,,,
Bridges Middle School,Portland,Multnomah,Private,Private,Private,Yes,"1, 2, 3, 4, 5, 6, 7, 8",Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",12,Yes,No,No,Yes,No,Yes,No,No,,,,,,-122.657271,45.601589,Coastal Discovery Center at Camp Gray,,,,
St Francis Of Assisi School,Bend,Deschutes,Private,Private,Private,Yes,6,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",16,Yes,No,No,Yes,No,Yes,No,No,,,,,,-121.261138,44.075108,Coastal Discovery Center at Camp Gray,,,,
Fossil Distance Learning,Fossil,Wheeler,Fossil SD 21J,North Central ESD,Public,Yes,"K, 1, 2, 3, 4, 5, 6, 7, 8",Coastal Discovery Center at Camp Gray,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",23,Yes,No,No,,,,,,,,,,,-120.214994,44.997689,Coastal Discovery Center at Camp Gray,,,,
Oregon Home School,Oregon City,Clackamas,Private,Private,Private,Yes,"3, 4, 5, 6, 7, 8",Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",40,Yes,No,No,,,,,,,,,,,-122.5792233,45.3738948,Coastal Discovery Center at Camp Gray,,,,
Micha-el School,Milwaukie,Clackamas,Private,Private,Private,Yes,6,Jawbone Flats,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",12,,,,Yes,No,No,No,No,,,,,,-122.6055469,45.4249121,Jawbone Flats,,,,
Renaissance School of Arts and Sciences,Portland,Multnomah,Private,Private,Private,Yes,"6, 7, 8",Jawbone Flats,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",11,,,,Yes,No,No,No,No,,,,,,-122.67508,45.49234,Jawbone Flats,,,,
Paisley Distance Learning Program,Paisley,Lake,Paisley SD 11,Lake ESD,Public,Yes,"K, 1, 2, 3, 4, 5, 6, 7, 8",Jawbone Flats,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",21,,,,Yes,No,No,No,No,,,,,,-120.5427378,42.6933669,Jawbone Flats,,,,
High Desert Christian Academy,Prineville,Crook,Private,Private,Private,Yes,6,Camp Yamhill,4,3,,7,,,,,,,,,,,,,,-120.848444,44.2944366,Camp Yamhill,,,,
Spring Mountain Christian Academy,Clackamas,Clackamas,Private,Private,Private,Yes,6,Camp Yamhill,4,3,,10,,,,,,,,,,,,,,-122.5180938,45.4233333,Camp Yamhill,,,,
McMinnville Christian Academy,McMinnville,Yamhill,Private,Private,Private,Yes,6,Camp Yamhill,4,3,,7,,,,,,,,,,,,,,-123.202318,45.226141,Camp Yamhill,,,,
Santiam Christian School,Adair Village,Benton,Private,Private,Private,Yes,6,Camp Yamhill,4,3,,47,,,,,,,,,,,,,,-123.2172711,44.6719355,Camp Yamhill,,,,
