School Name – City,School Name,District,ESD,Sister school,Street Address,City,State,Zip,County,Phone,Lowest grade,Highest grade,Grade level,Governance,Type of school,State ID,Contact person role,Contact person name,Email,ODS notes,"If your school is not listed above, please enter its name below.",Did your school participate in Outdoor School in the 2016-2017 school year?,How many students from your school participated in Outdoor School in the 2016-2017 school year?,Which grades participated in Outdoor School in the 2016-2017 school year?,Which camp or camps did students at your school attend for Outdoor School in the 2016-2017 school year?,How many DAYS does your Outdoor School program last?,How many NIGHTS does your Outdoor School program last?,Which provider(s) do you contract with to plan your Outdoor School experience?,Does your Outdoor School program have an academic component?,Who develops the curriculum that you use for Outdoor School?,"In addition to classroom teachers, who do you use to staff your Outdoor School program?",To what degree are you able to make accommodations to ensure that the Outdoor School program is accessible for all students?,How many years has your school sent students to Outdoor School?,Has your school sent students to Outdoor School prior to the 2016-2017 school year?,When was the last time that students participated in Outdoor School?,Which camp or camps did students attend the last time your school participated in Outdoor School?,Why did your school stop sending students to Outdoor School?,Is your school interested in starting an Outdoor School program in the future?,When do you think your might be ready to start an Outdoor School program?,"How familiar, if at all, are you with Measure 99, which passed in November 2016 and dedicates funding to schools to send students to Outdoor School?","How familiar, if at all, are you with the role that Oregon State Extension plays in funding Outdoor School programs?",Do you have any other comments about Outdoor School?,Notes,2015-16 Total Enrollment,2016-17 Total Enrollment,2016-17  Male,"2016-17 
% Male",2016-17 Female,"2016-17
% Female",2016-17 American Indian/ Alaska Native,"2016-17
% American Indian/ Alaska Native ",2016-17 Asian,"2016-17
% Asian ",2016-17 Native Hawaiian/ Pacific Islander,"2016-17 
% Native Hawaiian/ Pacific Islander ",2016-17 Black/African American,"2016-17
% Black/ African American ",2016-17 Hispanic/ Latino,"2016-17
% Hispanic/ Latino",2016-17 White,"2016-17 
% White ",2016-17 Multiracial,"2016-17
% Multiracial ",2016-17 Kindergarten,2016-17 Grade One,2016-17 Grade Two,2016-17 Grade Three,2016-17 Grade Four,2016-17 Grade Five,2016-17 Grade Six,2016-17 Grade Seven,2016-17 Grade Eight,2016-17 Grade Nine,2016-17 Grade Ten,2016-17 Grade Eleven,2016-17 Grade Twelve,Done,Sister school (opposite direction),lon,lat,MS,Good interview candidate
Scenic Middle School – Central Point,Scenic Middle School,Central Point SD 6,Southern Oregon ESD,"Central Point Elementary School – Central Point, Jewett Elementary School – Central Point, Richardson Elementary School – Central Point",1955 Scenic Ave,Central Point,OR,97502,Jackson,541-494-6400,6,8,Middle,Public,Regular School,388,Principal,Brad Eaton,brad.eaton@district6.org,,,No,,,,,,,,,,,,I'm not sure,,,,VERY interested,2018/2019 school year,SOMEWHAT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,Funding would  be the only reason we would not be able to implement an outdoor program.,,797,789,399,50.6%,390,49.4%,9,1.1%,6,0.8%,2,0.3%,1,0.1%,130,16.5%,591,74.9%,50,6.3%,,,,,,,263,256,270,,,,,false,"Central Point Elementary School – Central Point, Jewett Elementary School – Central Point, Richardson Elementary School – Central Point, Sams Valley Elementary School – Central Point",-122.92257,42.3864569,,
Schirle Elementary School – Salem,Schirle Elementary School,Salem-Keizer SD 24J,Willamette ESD,Crossler Middle School – Salem,4875 Justice Way S,Salem,OR,97302,Marion,503-399-3277,K,5,Elementary,Public,Regular School,760,Principal,Clinton Gertenrich,gertenrich_clinton@salkeiz.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,442,418,213,51%,205,49%,2,0.5%,9,2.2%,1,0.2%,7,1.7%,48,11.5%,329,78.7%,22,5.3%,54,64,58,73,76,93,,,,,,,,false,Crossler Middle School – Salem,-123.0735418,44.8858484,Crossler Middle School,
Scholls Heights Elementary School – Beaverton,Scholls Heights Elementary School,Beaverton SD 48J,Northwest Regional ESD,Conestoga Middle School – Beaverton,16400 SW Loon Dr,Beaverton,OR,97007,Washington,503-356-2460,K,5,Elementary,Public,Regular School,2781,Principal,Monique Wortman-Singleton,Monique_wortman-singleton@beaverton.k12.or.us,,,Sister school did,,,,,,,,,,,,I'm not sure,,,,NOT AT ALL interested,Not sure at this point,A BIT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,564,544,270,49.6%,274,50.4%,,0%,73,13.4%,3,0.6%,13,2.4%,66,12.1%,333,61.2%,56,10.3%,84,88,73,90,104,105,,,,,,,,false,Conestoga Middle School – Beaverton,-122.8452579,45.43059,Conestoga Middle School,
Scio Middle School – Scio,Scio Middle School,Scio SD 95,Linn Benton Lincoln ESD,Centennial Elementary School – Scio,38749 NW Beach,Scio,OR,97374,Linn,503-394-3271,6,8,Middle,Public,Regular School,677,Principal,Greg Nolan,greg.nolan@scio.k12.or.us,"Group of schools that all work together to plan ODS: Hamilton Creek, Lebanon; Lacomb, Lebanon; Monroe Grade School, Monroe; Scio Middle School, Scio; Zion Lutheran School, Corvallis; Alsea Elementary",,Yes,44,6th grade,Camp Tadmor,5,4,Coast Range Natural Resource Education Organization,"Yet, but it DOES NOT CONNECT TO STATE STANDARDS","Teachers and professionals from the BLM, Forest Service, Benton County Soils, OSU, ODF&W,  and volunteers plan and teach classes","State agency or community resource experts (e.g. watershed council personnel or Fish & Wildlife staff), Parent volunteers, High school mentors",We are ABLE TO MAKE SOME accommodations so our program is accessible for all students,,,,,,,,,,,,147,150,84,56%,66,44%,,0%,2,1.3%,1,0.7%,3,2%,10,6.7%,130,86.7%,4,2.7%,,,,,,,46,52,52,,,,,false,Centennial Elementary School – Scio,-122.8811237,44.7037833,,
Scott Elementary School – Portland,Scott Elementary School,Portland SD 1J,Multnomah ESD,,6700 NE Prescott St,Portland,OR,97218,Multnomah,503-916-6369,K,8,Other,Public,Regular School,887,Principal,Thu Truong,truong@pps.net,,,Yes,32,6th grade,"Camp Arrah Wanna, Camp Howard",6,5,Multnomah County ESD,"Yes, and it CONNECTS TO STATE STANDARDS",Multnomah ESD,Program provider staff,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,,,,,,,,,,,,474,507,248,48.9%,259,51.1%,6,1.2%,18,3.6%,9,1.8%,66,13%,250,49.3%,136,26.8%,22,4.3%,69,68,58,67,67,49,44,42,43,,,,,false,,-122.5942398,45.5550105,,
Scott Elementary School – Salem,Scott Elementary School,Salem-Keizer SD 24J,Willamette ESD,Waldo Middle School – Salem,4700 Arizona Ave NE,Salem,OR,97305,Marion,503-399-3302,K,5,Elementary,Public,Regular School,741,Principal,Sara Casebeer,casebeer_sara@salkeiz.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,631,638,333,52.2%,305,47.8%,4,0.6%,8,1.3%,29,4.5%,3,0.5%,410,64.3%,173,27.1%,11,1.7%,104,102,104,104,112,112,,,,,,,,false,Waldo Middle School – Salem,-122.9674338,44.96692,Waldo Middle School,
Scotts Mills Elementary School – Scotts Mills,Scotts Mills Elementary School,Silver Falls SD 4J,Willamette ESD,,PO Box 40,Scotts Mills,OR,97375,Marion,503-873-4394,K,8,Elementary,Public,Regular School,785,Principal,Kirstin Jorgenson,jorgenson_kirstin@silverfalls.k12.or.us,,,Yes,15,,Camp Westwind,4,3,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,,,,,,158,162,80,49.4%,82,50.6%,,0%,,0%,2,1.2%,5,3.1%,16,9.9%,136,84%,3,1.9%,13,20,21,22,19,16,13,19,19,,,,,true,,-122.6684215,45.0428996,,
Scouters Mountain Elementary School – Happy Valley,Scouters Mountain Elementary School,North Clackamas SD 12,Clackamas ESD,Happy Valley Middle School – Happy Valley,10811 SE 172nd Ave,Happy Valley,OR,97086,Clackamas,503-353-3250,K,5,Elementary,Public,Regular School,4713,Principal,Kevin Spooner,spoonerk@nclack.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,505,532,259,48.7%,273,51.3%,1,0.2%,120,22.6%,,0%,11,2.1%,45,8.5%,323,60.7%,32,6%,68,93,85,90,84,112,,,,,,,,false,Happy Valley Middle School – Happy Valley,-122.488583,45.443924,Happy Valley Middle School,
Seaside Heights Elementary School – Seaside,Seaside Heights Elementary School,Seaside SD 10,Northwest Regional ESD,Broadway Middle School – Seaside,2000 Spruce St,Seaside,OR,97138,Clatsop,503-738-5161,K,5,Elementary,Public,Regular School,152,Principal,John McAndrews,jmcandrews@seaside.k12.or.us,,,Yes,60,5th grade,Cedar Ridge,3,2,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,,,,,,454,435,234,53.8%,201,46.2%,5,1.1%,10,2.3%,1,0.2%,8,1.8%,154,35.4%,248,57%,9,2.1%,73,73,74,66,88,61,,,,,,,,true,Broadway Middle School – Seaside,-123.9086362,45.987545,Broadway Middle School,
Sellwood Middle School – Portland,Sellwood Middle School,Portland SD 1J,Multnomah ESD,"Duniway Elementary School – Portland, Lewis Elementary School – Portland, Llewellyn Elementary School – Portland",8300 SE 15th Ave,Portland,OR,97202,Multnomah,503-916-5656,6,8,Middle,Public,Regular School,888,Principal,Brian Anderson,banderson@pps.net,,,Yes,190,6th grade,"Camp Arrah Wanna, Canby Grove, Camp Howard, Camp Namanu",6,5,Multnomah County ESD,"Yes, and it CONNECTS TO STATE STANDARDS",Multnomah ESD,Program provider staff,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,,,,,,,,,,,,561,583,317,54.4%,266,45.6%,1,0.2%,13,2.2%,3,0.5%,7,1.2%,48,8.2%,457,78.4%,54,9.3%,,,,,,,198,185,200,,,,,false,"Duniway Elementary School – Portland, Lewis Elementary School – Portland, Llewellyn Elementary School – Portland",-122.6504389,45.4625356,,
Seneca Elementary School – Seneca,Seneca Elementary School,John Day SD 3,Grant ESD,,100 Park Ave,Seneca,OR,97873,Grant,541-542-2542,K,6,Elementary,Public,Regular School,330,Principal,Curt Shelley,shelleyc@grantesd.k12.or.us,,,No,,,,,,,,,,,,Yes,2015-2016 school year,Hancock Field Station,We alternate years due to having combined classrooms.  Will be going again in 2017-18,VERY interested,2017/2018 school year,SOMEWHAT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,29,29,15,51.7%,14,48.3%,1,3.4%,,0%,,0%,,0%,1,3.4%,27,93.1%,,0%,3,2,6,3,4,8,3,,,,,,,false,,-118.971675,44.1339225,Grant Union Junior/Senior High School,
Serendipity Center – Portland,Serendipity Center,,,,14815 SE Division,Portland,OR,97236,Multnomah,503-761-7139,K,12,Other,Private,Regular School,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,8,80%,2,20%,,0%,,0%,,0%,3,30%,1,10%,6,60%,,0%,,,,,,2,1,,2,2,,1,2,false,,-122.5096747,45.5046792,,
Seven Oak Middle School – Lebanon,Seven Oak Middle School,Lebanon Community SD 9,Linn Benton Lincoln ESD,"Cascades School – Lebanon, Green Acres School – Lebanon, Riverview School – Lebanon",550 Cascade Dr,Lebanon,OR,97355,Linn,541-451-8416,6,8,Middle,Public,Regular School,674,Principal,Wayne Reposa,wayne.reposa@lebanon.k12.or.us,,,Yes,,6th grade,Camp Tadmor,3,2,Santiam Watershed Council,"Yes, and it CONNECTS TO STATE STANDARDS",We use curriculum developed by an outside provider,"Program provider staff, State agency or community resource experts (e.g. watershed council personnel or Fish & Wildlife staff), Parent volunteers, High school mentors",We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,2,,,,,,,SOMEWHAT FAMILIAR with Measure 99,SOMEWHAT FAMILIAR with the role OSU Extension plays,,,539,600,316,52.7%,284,47.3%,12,2%,7,1.2%,7,1.2%,2,0.3%,73,12.2%,477,79.5%,22,3.7%,,,,,,,174,221,205,,,,,true,"Cascades School – Lebanon, Green Acres School – Lebanon, Riverview School – Lebanon",-122.89313,44.5105304,,
Seven Peaks School – Bend,Seven Peaks School,,,,19660 SW Mountaineer Way,Bend,OR,97702,Deschutes,541-382-7755,PK,8,Other,Private,Regular School,,,,info@sevenpeaksschool.org,,,Yes,27,5th grade,Camp Tamarack,3,2,Camp Tamarack,"Yes, and it CONNECTS TO STATE STANDARDS",We use curriculum developed by an outside provider,Program provider staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-121.3380521,44.0390827,,
Sexton Mountain Elementary School – Beaverton,Sexton Mountain Elementary School,Beaverton SD 48J,Northwest Regional ESD,Highland Park Middle School – Beaverton,15645 SW SExton Mtn Dr,Beaverton,OR,97007,Washington,503-356-2470,K,5,Elementary,Public,Regular School,1270,Principal,Teresa Clemens-Brower,Teresa_Clemens-Brower@beaverton.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,531,530,277,52.3%,253,47.7%,1,0.2%,80,15.1%,3,0.6%,14,2.6%,47,8.9%,342,64.5%,43,8.1%,78,90,88,85,88,101,,,,,,,,false,Highland Park Middle School – Beaverton,-122.8377968,45.4588484,Highland Park Middle School,
Shady Cove School – Shady Cove,Shady Cove School,Eagle Point SD 9,Southern Oregon ESD,,37 Schoolhouse Ln,Shady Cove,OR,97539,Jackson,541-878-1400,K,8,Other,Public,Regular School,393,Principal,Amy Isackson,isacksona@eaglepnt.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,291,271,154,56.8%,117,43.2%,4,1.5%,2,0.7%,1,0.4%,,0%,28,10.3%,223,82.3%,13,4.8%,26,34,30,31,31,24,37,24,34,,,,,false,,-122.8087977,42.6218428,,
Shasta Elementary School – Klamath Falls,Shasta Elementary School,Klamath County SD,Southern Oregon ESD,,1951 Madison St,Klamath Falls,OR,97603,Klamath,541-883-5060,K,6,Elementary,Public,Regular School,478,Principal,David Wehr,wehrd@kcsd.k12.or.us,,,Yes,59,6th grade,Coastal Discovery Center at Camp Gray,4,3,OMSI,"Yes, and it CONNECTS TO STATE STANDARDS",OMSI,"Program provider staff, Parent volunteers",,,,,,,,,,,,,549,561,279,49.7%,282,50.3%,48,8.6%,14,2.5%,2,0.4%,8,1.4%,80,14.3%,373,66.5%,36,6.4%,81,82,99,62,84,82,71,,,,,,,false,,-121.7167687,42.211613,Brixner Junior High School,
Shasta Middle School – Eugene,Shasta Middle School,Bethel SD 52,Lane ESD,"Clear Lake Elementary School – Eugene, Danebo Elementary School – Eugene, Irving Elementary School – Eugene",4656 Barger Ave,Eugene,OR,97402,Lane,541-688-9611,6,8,Middle,Public,Regular School,587,Principal,Brady Cottle,brady.cottle@bethel.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,444,435,228,52.4%,207,47.6%,5,1.1%,4,0.9%,3,0.7%,9,2.1%,83,19.1%,292,67.1%,39,9%,,,,,,,151,146,138,,,,,false,"Clear Lake Elementary School – Eugene, Danebo Elementary School – Eugene, Irving Elementary School – Eugene",-123.1762649,44.0839522,,
Shaver Elementary School – Portland,Shaver Elementary School,Parkrose SD 3,Multnomah ESD,Parkrose Middle School – Portland,3701 NE 131st Pl,Portland,OR,97230,Multnomah,503-408-2850,K,5,Elementary,Public,Regular School,928,Principal,Laura Goodman,laura_goodman@parkrose.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,330,317,172,54.3%,145,45.7%,3,0.9%,24,7.6%,8,2.5%,50,15.8%,146,46.1%,60,18.9%,26,8.2%,45,34,64,52,65,57,,,,,,,,false,Parkrose Middle School – Portland,-122.5285385,45.5492534,Parkrose Middle School,
Sheridan AllPrep Academy – Sheridan,Sheridan AllPrep Academy,Sheridan SD 48J,Willamette ESD,,339 NW Sherman St,Sheridan,OR,97378,Yamhill,503-843-9330,K,12,Other,Public,Charter School,4833,Principal,Jesse Eisenschmidt,jeisenschmidt@sheridanallprep.org,,,Yes,10,"6th grade, 7th grade, 8th grade",Hancock Field Station,3,2,OMSI,"Yes, and it CONNECTS TO STATE STANDARDS",We use curriculum developed by an outside provider,Parent volunteers,We are ABLE TO MAKE SOME accommodations so our program is accessible for all students,3,,,,,,,A BIT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,120,132,48,36.4%,84,63.6%,4,3%,1,0.8%,,0%,1,0.8%,6,4.5%,114,86.4%,6,4.5%,7,2,1,6,6,8,6,9,11,8,14,20,34,false,,-123.399138,45.1012429,,
Sheridan Japanese School – Sheridan,Sheridan Japanese School,Sheridan SD 48J,Willamette ESD,,430 SW Monroe St,Sheridan,OR,97378,Yamhill,503-843-3400,4,12,Other,Public,Charter School,2728,,,info@sheridanjapaneseschool.com,,,Yes,13,6th grade,Camp Angelos,4,3,Multnomah County ESD,"Yes, and it CONNECTS TO STATE STANDARDS",Multnomah ESD,Program provider staff,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,,,,,,,,,,,,88,88,46,52.3%,42,47.7%,4,4.5%,2,2.3%,,0%,,0%,13,14.8%,61,69.3%,8,9.1%,,,,,10,12,13,11,12,12,5,8,5,false,,-123.3995591,45.0978271,,
Sherman County School – Moro,Sherman County School,Sherman County SD,North Central ESD,,65912 High School Lp,Moro,OR,97039,Sherman,541-565-3500,K,12,Other,Public,Regular School,1010,Principal,Bill Blevins,bblevins@sherman.k12.or.us,,,Yes,18,6th grade,Camp Tucker,4,3,,,,,,,,,,,,,,,,,108,252,128,50.8%,124,49.2%,7,2.8%,,0%,,0%,,0%,25,9.9%,210,83.3%,10,4%,16,19,18,25,27,15,14,22,15,20,24,16,21,false,,-120.7395759,45.4750086,,
Sherwood Charter School – Sherwood,Sherwood Charter School,Sherwood SD 88J,Northwest Regional ESD,,23264 SW Main St,Sherwood,OR,97140,Washington,503-925-8007,K,8,Other,Public,Charter School,4220,Principal,Joy Raboli,jraboli@sherwoodcharterschool.org,,,Yes,17,5th grade,Camp Westwind,4,3,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,,,,,,217,199,93,46.7%,106,53.3%,,0%,6,3%,,0%,2,1%,8,4%,169,84.9%,14,7%,18,23,22,25,20,19,23,23,26,,,,,true,,-122.8405521,45.3512032,,
Sherwood Heights Elementary School – Pendleton,Sherwood Heights Elementary School,Pendleton SD 16,InterMountain ESD,Sunridge Middle School – Pendleton,3111 SW Marshall Ave,Pendleton,OR,97801,Umatilla,541-966-3050,K,5,Elementary,Public,Regular School,1048,Principal,Theresa Owens,theresa.owens@pendleton.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,355,489,251,51.3%,238,48.7%,26,5.3%,9,1.8%,6,1.2%,,0%,75,15.3%,322,65.8%,51,10.4%,,91,90,98,94,116,,,,,,,,false,Sunridge Middle School – Pendleton,-118.8149323,45.6542323,Sunridge Middle School,
Sherwood Middle School – Sherwood,Sherwood Middle School,Sherwood SD 88J,Northwest Regional ESD,"Archer Glen Elementary School – Sherwood, J Clyde Hopkins Elementary School – Sherwood, Middleton Elementary School – Sherwood",21970 SW Sherwood Blvd.,Sherwood,OR,97140,Washington,503-825-5400,6,8,Middle,Public,Regular School,1192,Principal,Marianne Funderhide,mfunderhide@sherwood.k12.or.us,,,Yes,105,6th grade,Cedar Ridge,4,3,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,,,,,,735,724,391,54%,333,46%,2,0.3%,19,2.6%,6,0.8%,4,0.6%,81,11.2%,573,79.1%,39,5.4%,,,,,,,222,233,269,,,,,true,"Archer Glen Elementary School – Sherwood, J Clyde Hopkins Elementary School – Sherwood, Middleton Elementary School – Sherwood",-122.841336,45.3589282,,
Shining Star Waldorf School – Portland,Shining Star Waldorf School,,,,2120 NE Tillamook St,Portland,OR,97212,Multnomah,503-753-4459,PK,8,Other,Private,Regular School,,,,office@shiningstarschool.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-122.6442347,45.5371439,,
Siletz Valley School – Siletz,Siletz Valley School,Lincoln County SD,Linn Benton Lincoln ESD,,245 James Frank Ave. NW,Siletz,OR,97380-0247,Lincoln,541-444-1100,K,8,Other,Public,Charter School,4038,Principal,Samuel Tupou,stupou@siletzvalleyschools.org,,,,,,,,,,,,,,,,,,,,,,,,,138,142,74,52.1%,68,47.9%,49,34.5%,,0%,1,0.7%,,0%,12,8.5%,42,29.6%,38,26.8%,9,14,15,17,18,15,16,17,21,,,,,false,,-123.9225683,44.7238004,,
Silver Crest Elementary School – Silverton,Silver Crest Elementary School,Silver Falls SD 4J,Willamette ESD,,365 Loar Rd SE,Silverton,OR,97381,Marion,503-873-4428,K,8,Elementary,Public,Regular School,795,Principal,Mark Hannan,hannan_mark@silverfalls.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,151,136,71,52.2%,65,47.8%,,0%,,0%,,0%,3,2.2%,9,6.6%,123,90.4%,1,0.7%,20,14,17,13,14,12,14,17,15,,,,,false,,-122.666332,44.926529,,
Silver Rail Elementary School – Bend,Silver Rail Elementary School,Bend-La Pine Admin SD 1,High Desert ESD,High Desert Middle School – Bend,61530 SE Stone Creek St,Bend,OR,97702,Deschutes,541-355-2900,K,5,Elementary,Public,Regular School,5293,Principal,Tammy Doty,tammy.doty@bend.k12.or.us,,,Yes,66,5th grade,Camp Tamarack,3,2,Camp Tamarack,"Yes, and it CONNECTS TO STATE STANDARDS",Camp Tamarack,"Program provider staff, Parent volunteers, High school mentors",We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,2,,,,,,,VERY FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,390,430,223,51.9%,207,48.1%,1,0.2%,3,0.7%,,0%,7,1.6%,78,18.1%,331,77%,10,2.3%,67,68,61,94,74,66,,,,,,,,true,High Desert Middle School – Bend,-121.2954071,44.0340337,High Desert Middle School,
Silverton Middle School – Silverton,Silverton Middle School,Silver Falls SD 4J,Willamette ESD,"Robert Frost Elementary School – Silverton, The Community Roots School – Silverton",714 Schlador street,Silverton,OR,97381,Marion,503-873-5317,6,8,Middle,Public,Regular School,715,Principal,Nancy Griffith,griffith_nancy@silverfalls.k12.or.us,,,Yes,125,6th grade,Camp Tadmor,3,2,,,,,,,,,,,,,,,,,323,448,229,51.1%,219,48.9%,9,2%,5,1.1%,,0%,6,1.3%,76,17%,338,75.4%,14,3.1%,,,,,,,126,147,175,,,,,false,"Robert Frost Elementary School – Silverton, The Community Roots School – Silverton",-122.788092,45.0120118,,
Silvies River Charter School – Frenchglen,Silvies River Charter School,Frenchglen SD 16,Harney ESD,,39235 Hwy 205,Frenchglen,OR,97736,Harney,541-589-2401,K,12,Other,Public,Charter School,4702,Principal,Eric Nichols,nicholse@harneyesd.k12.or.us,,,Yes,24,"6th grade, 7th grade, 8th grade",Coastal Discovery Center at Camp Gray,3,2,OMSI,"Yes, and it CONNECTS TO STATE STANDARDS",OMSI,,,,No,,,,SOMEWHAT interested,2017/2018 school year,SOMEWHAT FAMILIAR with Measure 99,SOMEWHAT FAMILIAR with the role OSU Extension plays,,,116,237,120,50.6%,117,49.4%,,0%,,0%,,0%,,0%,6,2.5%,211,89%,20,8.4%,21,16,19,21,18,20,22,26,17,15,8,10,24,false,,-118.9144652,42.826405,,
Sisters Christian Academy – Sisters,Sisters Christian Academy,,,,PO Box 1103,Sisters,OR,97759,Deschutes,541-549-4133,PK,8,Other,Private,Regular School,,,,office@sisterschristianacademy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-121.5492118,44.2909491,,
Sisters Middle School – Sisters,Sisters Middle School,Sisters SD 6,High Desert ESD,,15200 McKenzie Hwy,Sisters,OR,97759,Deschutes,541-549-2099,5,8,Middle,Public,Regular School,1293,Principal,Marshall Jackson,marshall.jackson@sisters.k12.or.us,,,Yes,85,5th grade,Camp Tamarack,3,2,Camp Tamarack,"Yes, and it CONNECTS TO STATE STANDARDS",We use curriculum developed by an outside provider,Program provider staff,,,,,,,,,,,,,331,332,169,50.9%,163,49.1%,2,0.6%,4,1.2%,2,0.6%,,0%,36,10.8%,283,85.2%,5,1.5%,,,,,,72,80,87,93,,,,,false,,-121.5713925,44.2930138,,
Sitton Elementary School – Portland,Sitton Elementary School,Portland SD 1J,Multnomah ESD,George Middle School – Portland,9930 N Smith St,Portland,OR,97203,Multnomah,503-916-6277,K,5,Elementary,Public,Regular School,889,Principal,Dana Nerenberg,dnerenberg@pps.net,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,393,399,197,49.4%,202,50.6%,10,2.5%,10,2.5%,9,2.3%,63,15.8%,150,37.6%,98,24.6%,59,14.8%,77,67,71,54,56,74,,,,,,,,false,George Middle School – Portland,-122.7582218,45.6000262,George Middle School,
Siuslaw Elementary School – Florence,Siuslaw Elementary School,Siuslaw SD 97J,Lane ESD,Siuslaw Middle School – Florence,2221 Oak St,Florence,OR,97439,Lane,541-997-2514,K,5,Elementary,Public,Regular School,609,Principal,Mike Harklerode,mharklerode@siuslaw.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,630,634,336,53%,298,47%,17,2.7%,7,1.1%,1,0.2%,3,0.5%,49,7.7%,504,79.5%,53,8.4%,98,87,100,116,113,120,,,,,,,,false,Siuslaw Middle School – Florence,-124.1051296,43.9862705,Siuslaw Middle School,
Siuslaw Middle School – Florence,Siuslaw Middle School,Siuslaw SD 97J,Lane ESD,Siuslaw Elementary School – Florence,2525 Oak St,Florence,OR,97439,Lane,541-997-8241,6,8,Middle,Public,Regular School,608,Principal,Andy Marohl,amarohl@siuslaw.k12.or.us,,,Yes,230,"5th grade, 7th grade",Camp Cleawox,4,0,Self,"Yet, but it DOES NOT CONNECT TO STATE STANDARDS",School staff develop the curriculum,"Parent volunteers, Community Volunteers",We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,4,,,,,,,VERY FAMILIAR with Measure 99,SOMEWHAT FAMILIAR with the role OSU Extension plays,I want to know how funding works.  When will funds be available?  What can I use the funds for?  Who do I contact to receive funding?,,303,311,170,54.7%,141,45.3%,11,3.5%,5,1.6%,1,0.3%,,0%,34,10.9%,219,70.4%,41,13.2%,,,,,,,100,108,103,,,,,true,Siuslaw Elementary School – Florence,-124.104111,43.9883547,,
